t_s,Ia,Ib,Ic,Vdc,theta,enc_angle
1774332910.817612,0.03000,-0.59000,0.56000,23.93000,5.68130,0.00070
1774332910.817612,0.02000,-0.60000,0.57000,23.93000,5.74410,0.00070
1774332910.817612,0.03000,-0.60000,0.57000,23.94000,5.80690,0.00070
1774332910.834611,0.02000,-0.60000,0.57000,23.94000,5.86980,0.00070
1774332910.834611,0.01000,-0.60000,0.58000,23.96000,5.93260,0.00070
1774332910.834611,0.01000,-0.58000,0.57000,23.96000,5.99540,0.00070
1774332910.834611,0.00000,-0.55000,0.55000,23.94000,6.05820,0.00070
1774332910.834611,0.00000,-0.52000,0.53000,23.93000,6.12110,0.00070
1774332910.834611,-0.01000,-0.48000,0.50000,23.94000,6.18390,0.00070
1774332910.834611,-0.04000,-0.42000,0.47000,23.94000,6.24670,0.00070
1774332910.834611,-0.15000,-0.31000,0.46000,23.94000,0.02640,0.00070
1774332910.834611,-0.24000,-0.20000,0.45000,23.94000,0.08920,0.00070
1774332910.834611,-0.32000,-0.10000,0.43000,23.94000,0.15200,0.00070
1774332910.834611,-0.36000,-0.05000,0.42000,23.94000,0.21490,0.00070
1774332910.834611,-0.39000,-0.04000,0.44000,23.94000,0.27770,0.00070
1774332910.834611,-0.42000,-0.03000,0.45000,23.94000,0.34050,0.00070
1774332910.834611,-0.43000,-0.02000,0.46000,23.94000,0.40340,0.00070
1774332910.834611,-0.47000,-0.02000,0.49000,23.94000,0.46620,0.00070
1774332910.834611,-0.50000,-0.02000,0.52000,23.94000,0.52900,0.00070
1774332910.860632,-0.53000,-0.02000,0.55000,23.94000,0.59190,0.00070
1774332910.860632,-0.53000,-0.02000,0.56000,23.93000,0.65470,0.00070
1774332910.860632,-0.55000,-0.02000,0.57000,23.94000,0.71750,0.00070
1774332910.860632,-0.55000,-0.02000,0.57000,23.93000,0.78040,0.00070
1774332910.860632,-0.54000,-0.01000,0.56000,23.94000,0.84320,0.00070
1774332910.860632,-0.52000,-0.02000,0.54000,23.94000,0.90600,0.00070
1774332910.860632,-0.50000,-0.01000,0.52000,23.94000,0.96880,0.00070
1774332910.860632,-0.48000,0.01000,0.47000,23.94000,1.03170,0.00070
1774332910.860632,-0.48000,0.08000,0.39000,23.94000,1.09450,0.00070
1774332910.860632,-0.50000,0.21000,0.28000,23.94000,1.15730,0.00070
1774332910.860632,-0.51000,0.33000,0.17000,23.94000,1.22020,0.00070
1774332910.860632,-0.52000,0.45000,0.06000,23.94000,1.28300,0.00070
1774332910.860632,-0.55000,0.50000,0.04000,23.94000,1.34580,0.00070
1774332910.860632,-0.60000,0.56000,0.04000,23.94000,1.40870,0.00070
1774332910.860632,-0.62000,0.58000,0.03000,23.96000,1.47150,0.00070
1774332910.860632,-0.66000,0.62000,0.03000,23.93000,1.53430,0.00070
1774332910.879888,-0.67000,0.63000,0.03000,23.94000,1.59720,0.00070
1774332910.879888,-0.69000,0.65000,0.03000,23.94000,1.66000,0.00070
1774332910.879888,-0.67000,0.65000,0.01000,23.93000,1.72280,0.00070
1774332910.879888,-0.64000,0.63000,0.00000,23.94000,1.78570,0.00070
1774332910.879888,-0.60000,0.61000,-0.01000,23.94000,1.84850,0.00070
1774332910.879888,-0.54000,0.57000,-0.03000,23.94000,1.91130,0.00070
1774332910.879888,-0.46000,0.52000,-0.05000,23.94000,1.97420,0.00070
1774332910.879888,-0.35000,0.52000,-0.17000,23.94000,2.03700,0.00070
1774332910.879888,-0.22000,0.52000,-0.30000,23.96000,2.09980,0.00070
1774332910.879888,-0.11000,0.53000,-0.42000,23.94000,2.16270,0.00070
1774332910.879888,-0.04000,0.54000,-0.49000,23.93000,2.22550,0.00070
1774332910.879888,-0.04000,0.57000,-0.53000,23.94000,2.28830,0.00070
1774332910.879888,-0.03000,0.59000,-0.56000,23.94000,2.35120,0.00070
1774332910.879888,-0.02000,0.60000,-0.58000,23.96000,2.41400,0.00070
1774332910.879888,-0.01000,0.61000,-0.60000,23.93000,2.47680,0.00070
1774332910.879888,0.00000,0.61000,-0.61000,23.94000,2.53970,0.00070
1774332910.881903,0.00000,0.61000,-0.61000,23.94000,2.60250,0.00070
1774332910.881903,0.00000,0.61000,-0.61000,23.94000,2.66530,0.00070
1774332910.881903,0.00000,0.59000,-0.60000,23.94000,2.72820,0.00070
1774332910.881903,0.00000,0.59000,-0.59000,23.93000,2.79100,0.00070
1774332910.881903,0.00000,0.57000,-0.57000,23.96000,2.85380,0.00070
1774332910.881903,0.00000,0.53000,-0.54000,23.94000,2.91670,0.00070
1774332910.881903,0.00000,0.50000,-0.51000,23.96000,2.97950,0.00070
1774332910.881903,0.02000,0.45000,-0.47000,23.94000,3.04230,0.00070
1774332910.881903,0.06000,0.39000,-0.46000,23.94000,3.10520,0.00070
1774332910.881903,0.17000,0.28000,-0.45000,23.94000,3.16800,0.00070
1774332910.881903,0.28000,0.16000,-0.44000,23.96000,3.23080,0.00070
1774332910.881903,0.35000,0.06000,-0.41000,23.96000,3.29370,0.00070
1774332910.881903,0.40000,0.02000,-0.43000,23.94000,3.35650,0.00070
1774332910.881903,0.43000,0.02000,-0.46000,23.96000,3.41930,0.00070
1774332910.881903,0.44000,0.02000,-0.47000,23.94000,3.48220,0.00070
1774332910.881903,0.44000,0.02000,-0.47000,23.96000,3.54500,0.00070
1774332910.897918,0.43000,0.02000,-0.45000,23.94000,3.60780,0.00070
1774332910.897918,0.41000,0.03000,-0.44000,23.94000,3.67070,0.00070
1774332910.897918,0.39000,0.03000,-0.42000,23.94000,3.73350,0.00070
1774332910.897918,0.38000,0.02000,-0.41000,23.94000,3.79630,0.00070
1774332910.897918,0.39000,0.02000,-0.41000,23.94000,3.85920,0.00070
1774332910.897918,0.41000,0.02000,-0.43000,23.96000,3.92200,0.00070
1774332910.897918,0.42000,0.01000,-0.44000,23.94000,3.98480,0.00070
1774332910.897918,0.44000,0.00000,-0.44000,23.94000,4.04770,0.00070
1774332910.897918,0.42000,0.00000,-0.43000,23.96000,4.11050,0.00070
1774332910.897918,0.41000,0.00000,-0.40000,23.94000,4.17330,0.00070
1774332910.897918,0.39000,-0.03000,-0.36000,23.94000,4.23610,0.00070
1774332910.898921,0.39000,-0.09000,-0.29000,23.96000,4.29900,0.00070
1774332910.898921,0.41000,-0.20000,-0.21000,23.93000,4.36180,0.00070
1774332910.898921,0.45000,-0.32000,-0.12000,23.94000,4.42460,0.00070
1774332910.898921,0.48000,-0.41000,-0.06000,23.94000,4.48740,0.00070
1774332910.898921,0.56000,-0.50000,-0.06000,23.94000,4.55030,0.00070
1774332910.915457,0.59000,-0.55000,-0.04000,23.94000,4.61310,0.00070
1774332910.915457,0.64000,-0.61000,-0.03000,23.94000,4.67590,0.00070
1774332910.915457,0.66000,-0.64000,-0.02000,23.94000,4.73880,0.00070
1774332910.915457,0.69000,-0.66000,-0.02000,23.93000,4.80160,0.00070
1774332910.915457,0.69000,-0.67000,-0.02000,23.94000,4.86440,0.00070
1774332910.915457,0.69000,-0.67000,-0.01000,23.94000,4.92720,0.00070
1774332910.915457,0.66000,-0.66000,0.00000,23.94000,4.99010,0.00070
1774332910.915457,0.60000,-0.60000,0.00000,23.94000,5.05290,0.00070
1774332910.915457,0.54000,-0.57000,0.02000,23.94000,5.11570,0.00070
1774332910.915457,0.43000,-0.53000,0.09000,23.96000,5.17860,0.00070
1774332910.915457,0.31000,-0.54000,0.22000,23.93000,5.24140,0.00070
1774332910.915457,0.18000,-0.53000,0.35000,23.96000,5.30420,0.00070
1774332910.915457,0.06000,-0.52000,0.46000,23.94000,5.36700,0.00070
1774332910.915457,0.03000,-0.55000,0.52000,23.94000,5.42990,0.00070
1774332910.915457,0.02000,-0.58000,0.55000,23.94000,5.49270,0.00070
1774332910.915457,0.00000,-0.61000,0.60000,23.94000,5.55550,0.00070
1774332910.949616,0.01000,-0.63000,0.62000,23.94000,5.61840,0.00070
1774332910.949616,0.02000,-0.65000,0.63000,23.94000,5.68120,0.00070
1774332910.949616,0.01000,-0.66000,0.64000,23.94000,5.74400,0.00070
1774332910.949616,0.01000,-0.65000,0.64000,23.94000,5.80680,0.00070
1774332910.949616,0.01000,-0.64000,0.63000,23.94000,5.86970,0.00070
1774332910.949616,0.00000,-0.63000,0.63000,23.94000,5.93250,0.00070
1774332910.949616,0.00000,-0.60000,0.61000,23.94000,5.99530,0.00070
1774332910.949616,-0.02000,-0.56000,0.58000,23.94000,6.05810,0.00070
1774332910.949616,-0.03000,-0.52000,0.55000,23.94000,6.12100,0.00070
1774332910.949616,-0.04000,-0.47000,0.52000,23.94000,6.18380,0.00070
1774332910.949616,-0.14000,-0.37000,0.51000,23.94000,6.24660,0.00070
1774332910.949616,-0.25000,-0.26000,0.51000,23.94000,0.02630,0.00070
1774332910.949616,-0.34000,-0.15000,0.49000,23.94000,0.08910,0.00070
1774332910.949616,-0.42000,-0.05000,0.48000,23.93000,0.15190,0.00070
1774332910.949616,-0.44000,-0.04000,0.48000,23.94000,0.21480,0.00070
1774332910.949616,-0.47000,-0.03000,0.50000,23.94000,0.27760,0.00070
1774332910.949616,-0.48000,-0.01000,0.50000,23.96000,0.34040,0.00070
1774332910.949616,-0.49000,0.00000,0.50000,23.94000,0.40330,0.00070
1774332910.950617,-0.50000,0.00000,0.49000,23.96000,0.46610,0.00070
1774332910.950617,-0.47000,0.00000,0.47000,23.93000,0.52890,0.00070
1774332910.950617,-0.45000,0.00000,0.45000,23.93000,0.59180,0.00070
1774332910.950617,-0.42000,0.00000,0.43000,23.94000,0.65460,0.00070
1774332910.950617,-0.40000,-0.01000,0.41000,23.94000,0.71740,0.00070
1774332910.950617,-0.38000,-0.01000,0.40000,23.94000,0.78030,0.00070
1774332910.950617,-0.37000,-0.02000,0.40000,23.94000,0.84310,0.00070
1774332910.950617,-0.37000,-0.02000,0.39000,23.94000,0.90590,0.00070
1774332910.950617,-0.35000,-0.02000,0.38000,23.94000,0.96880,0.00070
1774332910.950617,-0.35000,0.00000,0.36000,23.94000,1.03160,0.00070
1774332910.950617,-0.34000,0.03000,0.31000,23.94000,1.09440,0.00070
1774332910.950617,-0.35000,0.12000,0.22000,23.94000,1.15730,0.00070
1774332910.950617,-0.36000,0.21000,0.14000,23.94000,1.22010,0.00070
1774332910.950617,-0.36000,0.29000,0.07000,23.94000,1.28290,0.00070
1774332910.987717,-0.38000,0.32000,0.05000,23.94000,1.34570,0.00070
1774332910.988682,-0.45000,0.39000,0.06000,23.94000,1.40860,0.00070
1774332910.988682,-0.51000,0.45000,0.06000,23.96000,1.47140,0.00070
1774332910.988682,-0.60000,0.54000,0.05000,23.94000,1.53420,0.00070
1774332910.988682,-0.63000,0.58000,0.05000,23.93000,1.59710,0.00070
1774332910.988682,-0.68000,0.63000,0.04000,23.94000,1.65990,0.00070
1774332910.988682,-0.69000,0.65000,0.03000,23.93000,1.72270,0.00070
1774332910.988682,-0.69000,0.66000,0.02000,23.96000,1.78560,0.00070
1774332910.988682,-0.67000,0.66000,0.00000,23.94000,1.84840,0.00070
1774332910.988682,-0.62000,0.63000,-0.01000,23.93000,1.91120,0.00070
1774332910.988682,-0.56000,0.58000,-0.02000,23.94000,1.97410,0.00070
1774332910.988682,-0.48000,0.55000,-0.06000,23.93000,2.03690,0.00070
1774332910.988682,-0.34000,0.54000,-0.20000,23.94000,2.09970,0.00070
1774332910.988682,-0.21000,0.53000,-0.32000,23.94000,2.16260,0.00070
1774332910.988682,-0.09000,0.53000,-0.44000,23.94000,2.22540,0.00070
1774332910.988682,-0.05000,0.55000,-0.50000,23.98000,2.28820,0.00070
1774332910.996678,-0.03000,0.58000,-0.55000,23.94000,2.35110,0.00070
1774332910.996678,-0.02000,0.61000,-0.59000,23.96000,2.41390,0.00070
1774332910.996678,-0.01000,0.63000,-0.61000,23.94000,2.47670,0.00070
1774332910.996678,0.00000,0.63000,-0.63000,23.94000,2.53960,0.00070
1774332910.996678,0.00000,0.64000,-0.64000,23.94000,2.60240,0.00070
1774332910.996678,0.00000,0.64000,-0.65000,23.94000,2.66520,0.00070
1774332910.996678,0.00000,0.64000,-0.64000,23.96000,2.72810,0.00070
1774332910.996678,0.01000,0.62000,-0.63000,23.93000,2.79090,0.00070
1774332910.996678,0.00000,0.60000,-0.61000,23.94000,2.85370,0.00070
1774332910.996678,0.01000,0.56000,-0.58000,23.94000,2.91660,0.00070
1774332910.996678,0.01000,0.52000,-0.53000,23.93000,2.97940,0.00070
1774332910.996678,0.04000,0.47000,-0.51000,23.94000,3.04220,0.00070
1774332910.996678,0.12000,0.38000,-0.50000,23.94000,3.10510,0.00070
1774332910.996678,0.22000,0.27000,-0.49000,23.94000,3.16790,0.00070
1774332910.996678,0.30000,0.16000,-0.47000,23.94000,3.23070,0.00070
1774332910.996678,0.37000,0.06000,-0.44000,23.94000,3.29360,0.00070
1774332910.996678,0.40000,0.03000,-0.44000,23.94000,3.35640,0.00070
1774332910.996678,0.40000,0.03000,-0.44000,23.94000,3.41920,0.00070
1774332910.996678,0.39000,0.03000,-0.42000,23.94000,3.48210,0.00070
1774332910.996678,0.38000,0.03000,-0.42000,23.96000,3.54490,0.00070
1774332910.996678,0.40000,0.04000,-0.44000,23.94000,3.60770,0.00070
1774332910.996678,0.42000,0.04000,-0.46000,23.94000,3.67060,0.00070
1774332910.996678,0.45000,0.04000,-0.49000,23.94000,3.73340,0.00070
1774332910.996678,0.47000,0.03000,-0.51000,23.93000,3.79620,0.00070
1774332910.996678,0.50000,0.02000,-0.53000,23.94000,3.85910,0.00070
1774332910.996678,0.51000,0.02000,-0.53000,23.93000,3.92190,0.00070
1774332910.996678,0.51000,0.01000,-0.52000,23.96000,3.98470,0.00070
1774332910.996678,0.50000,0.00000,-0.50000,23.93000,4.04760,0.00070
1774332910.996678,0.48000,0.00000,-0.48000,23.94000,4.11040,0.00070
1774332910.996678,0.46000,-0.01000,-0.44000,23.94000,4.17320,0.00070
1774332910.996678,0.44000,-0.05000,-0.38000,23.94000,4.23600,0.00070
1774332910.996678,0.45000,-0.17000,-0.28000,23.96000,4.29890,0.00070
1774332911.013210,0.47000,-0.30000,-0.17000,23.94000,4.36170,0.00070
1774332911.014213,0.49000,-0.42000,-0.07000,23.94000,4.42450,0.00070
1774332911.014213,0.53000,-0.47000,-0.05000,23.94000,4.48740,0.00070
1774332911.014213,0.58000,-0.54000,-0.04000,23.94000,4.55020,0.00070
1774332911.014213,0.60000,-0.57000,-0.03000,23.96000,4.61300,0.00070
1774332911.014213,0.63000,-0.61000,-0.01000,23.94000,4.67580,0.00070
1774332911.014213,0.64000,-0.62000,-0.01000,23.94000,4.73870,0.00070
1774332911.014213,0.66000,-0.65000,-0.01000,23.94000,4.80150,0.00070
1774332911.014213,0.66000,-0.64000,-0.01000,23.94000,4.86430,0.00070
1774332911.014213,0.63000,-0.62000,0.00000,23.93000,4.92710,0.00070
1774332911.014213,0.61000,-0.61000,0.00000,23.94000,4.99000,0.00070
1774332911.014213,0.56000,-0.57000,0.00000,23.96000,5.05280,0.00070
1774332911.014213,0.51000,-0.53000,0.02000,23.93000,5.11560,0.00070
1774332911.014213,0.41000,-0.52000,0.11000,23.94000,5.17850,0.00070
1774332911.014213,0.29000,-0.52000,0.23000,23.96000,5.24130,0.00070
1774332911.014213,0.17000,-0.52000,0.34000,23.96000,5.30410,0.00070
1774332911.031217,0.05000,-0.51000,0.45000,23.94000,5.36690,0.00070
1774332911.031217,0.03000,-0.54000,0.50000,23.94000,5.42980,0.00070
1774332911.031217,0.02000,-0.56000,0.54000,23.94000,5.49260,0.00070
1774332911.031217,0.01000,-0.59000,0.57000,23.94000,5.55540,0.00070
1774332911.031217,0.02000,-0.61000,0.59000,23.94000,5.61830,0.00070
1774332911.031217,0.02000,-0.63000,0.60000,23.93000,5.68110,0.00070
1774332911.031217,0.02000,-0.63000,0.60000,23.94000,5.74390,0.00070
1774332911.031217,0.02000,-0.63000,0.60000,23.94000,5.80670,0.00070
1774332911.031217,0.02000,-0.62000,0.59000,23.94000,5.86960,0.00070
1774332911.031217,0.01000,-0.61000,0.59000,23.94000,5.93240,0.00070
1774332911.031217,0.00000,-0.59000,0.58000,23.93000,5.99520,0.00070
1774332911.031217,0.00000,-0.55000,0.56000,23.94000,6.05810,0.00070
1774332911.031217,-0.01000,-0.51000,0.52000,23.94000,6.12090,0.00070
1774332911.031217,-0.01000,-0.48000,0.49000,23.94000,6.18370,0.00070
1774332911.031217,-0.04000,-0.42000,0.46000,23.94000,6.24650,0.00070
1774332911.031217,-0.14000,-0.31000,0.45000,23.94000,0.02620,0.00070
1774332911.065263,-0.23000,-0.21000,0.44000,23.96000,0.08900,0.00070
1774332911.065263,-0.31000,-0.10000,0.42000,23.94000,0.15180,0.00070
1774332911.065263,-0.34000,-0.05000,0.40000,23.94000,0.21470,0.00070
1774332911.065263,-0.37000,-0.04000,0.42000,23.96000,0.27750,0.00070
1774332911.065263,-0.40000,-0.03000,0.43000,23.94000,0.34030,0.00070
1774332911.065263,-0.42000,-0.03000,0.45000,23.94000,0.40320,0.00070
1774332911.065263,-0.45000,-0.02000,0.48000,23.94000,0.46600,0.00070
1774332911.065263,-0.49000,-0.02000,0.52000,23.94000,0.52880,0.00070
1774332911.065263,-0.53000,-0.03000,0.56000,23.94000,0.59170,0.00070
1774332911.065263,-0.55000,-0.03000,0.58000,23.93000,0.65450,0.00070
1774332911.065263,-0.56000,-0.02000,0.59000,23.93000,0.71730,0.00070
1774332911.065263,-0.56000,-0.02000,0.59000,23.93000,0.78020,0.00070
1774332911.065263,-0.56000,-0.02000,0.58000,23.93000,0.84300,0.00070
1774332911.065263,-0.54000,-0.01000,0.56000,23.96000,0.90580,0.00070
1774332911.065263,-0.51000,-0.01000,0.52000,23.94000,0.96870,0.00070
1774332911.065263,-0.50000,0.02000,0.47000,23.96000,1.03150,0.00070
1774332911.073388,-0.50000,0.11000,0.38000,23.94000,1.09430,0.00070
1774332911.073388,-0.51000,0.24000,0.26000,23.94000,1.15720,0.00070
1774332911.073388,-0.52000,0.36000,0.15000,23.96000,1.22000,0.00070
1774332911.073388,-0.52000,0.47000,0.05000,23.94000,1.28280,0.00070
1774332911.073388,-0.56000,0.51000,0.04000,23.94000,1.34570,0.00070
1774332911.073388,-0.59000,0.56000,0.03000,23.94000,1.40850,0.00070
1774332911.073388,-0.61000,0.58000,0.02000,23.94000,1.47130,0.00070
1774332911.073388,-0.65000,0.62000,0.02000,23.93000,1.53420,0.00070
1774332911.073388,-0.65000,0.62000,0.02000,23.96000,1.59700,0.00070
1774332911.073388,-0.64000,0.62000,0.01000,23.93000,1.65980,0.00070
1774332911.073388,-0.61000,0.61000,0.00000,23.94000,1.72270,0.00070
1774332911.073388,-0.59000,0.60000,0.00000,23.93000,1.78550,0.00070
1774332911.073388,-0.57000,0.59000,-0.01000,23.94000,1.84830,0.00070
1774332911.073388,-0.53000,0.56000,-0.02000,23.94000,1.91120,0.00070
1774332911.073388,-0.49000,0.52000,-0.03000,23.93000,1.97400,0.00070
1774332911.073388,-0.42000,0.50000,-0.07000,23.93000,2.03680,0.00070
1774332911.073388,-0.31000,0.50000,-0.19000,23.94000,2.09960,0.00070
1774332911.073388,-0.21000,0.50000,-0.28000,23.94000,2.16250,0.00070
1774332911.073388,-0.10000,0.49000,-0.39000,23.94000,2.22530,0.00070
1774332911.073388,-0.05000,0.50000,-0.45000,23.94000,2.28810,0.00070
1774332911.073388,-0.04000,0.52000,-0.48000,23.94000,2.35100,0.00070
1774332911.073388,-0.03000,0.55000,-0.51000,23.94000,2.41380,0.00070
1774332911.074393,-0.02000,0.57000,-0.54000,23.94000,2.47660,0.00070
1774332911.074393,-0.01000,0.58000,-0.57000,23.94000,2.53950,0.00070
1774332911.074393,-0.01000,0.59000,-0.58000,23.94000,2.60230,0.00070
1774332911.074393,-0.01000,0.61000,-0.59000,23.94000,2.66510,0.00070
1774332911.074393,-0.01000,0.61000,-0.59000,23.93000,2.72800,0.00070
1774332911.074393,-0.01000,0.61000,-0.60000,23.94000,2.79080,0.00070
1774332911.074393,-0.01000,0.60000,-0.59000,23.94000,2.85360,0.00070
1774332911.074393,0.00000,0.56000,-0.56000,23.94000,2.91650,0.00070
1774332911.074393,0.00000,0.53000,-0.53000,23.93000,2.97930,0.00070
1774332911.074393,0.01000,0.48000,-0.50000,23.94000,3.04210,0.00070
1774332911.089847,0.04000,0.42000,-0.47000,23.94000,3.10500,0.00070
1774332911.089847,0.14000,0.32000,-0.46000,23.93000,3.16780,0.00070
1774332911.089847,0.22000,0.22000,-0.44000,23.96000,3.23060,0.00070
1774332911.089847,0.30000,0.12000,-0.43000,23.94000,3.29350,0.00070
1774332911.089847,0.35000,0.05000,-0.41000,23.94000,3.35630,0.00070
1774332911.089847,0.39000,0.04000,-0.43000,23.94000,3.41910,0.00070
1774332911.089847,0.41000,0.04000,-0.46000,23.96000,3.48200,0.00070
1774332911.089847,0.45000,0.04000,-0.49000,23.94000,3.54480,0.00070
1774332911.089847,0.49000,0.04000,-0.53000,23.96000,3.60760,0.00070
1774332911.089847,0.51000,0.04000,-0.56000,23.94000,3.67050,0.00070
1774332911.089847,0.54000,0.04000,-0.59000,23.94000,3.73330,0.00070
1774332911.089847,0.56000,0.03000,-0.59000,23.94000,3.79610,0.00070
1774332911.089847,0.56000,0.03000,-0.59000,23.94000,3.85900,0.00070
1774332911.089847,0.57000,0.02000,-0.60000,23.96000,3.92180,0.00070
1774332911.089847,0.58000,0.00000,-0.59000,23.94000,3.98460,0.00070
1774332911.089847,0.57000,0.00000,-0.57000,23.94000,4.04750,0.00070
1774332911.106859,0.54000,0.00000,-0.53000,23.94000,4.11030,0.00070
1774332911.106859,0.51000,-0.03000,-0.48000,23.94000,4.17310,0.00070
1774332911.106859,0.51000,-0.14000,-0.36000,23.96000,4.23590,0.00070
1774332911.106859,0.52000,-0.28000,-0.23000,23.94000,4.29880,0.00070
1774332911.106859,0.51000,-0.41000,-0.10000,23.94000,4.36160,0.00070
1774332911.106859,0.53000,-0.48000,-0.05000,23.94000,4.42440,0.00070
1774332911.106859,0.56000,-0.52000,-0.03000,23.94000,4.48730,0.00070
1774332911.107861,0.59000,-0.57000,-0.02000,23.94000,4.55010,0.00070
1774332911.107861,0.60000,-0.58000,-0.01000,23.94000,4.61290,0.00070
1774332911.107861,0.62000,-0.62000,0.00000,23.96000,4.67570,0.00070
1774332911.107861,0.63000,-0.63000,0.00000,23.94000,4.73860,0.00070
1774332911.107861,0.62000,-0.63000,0.00000,23.94000,4.80140,0.00070
1774332911.107861,0.61000,-0.61000,0.00000,23.94000,4.86420,0.00070
1774332911.107861,0.59000,-0.59000,0.00000,23.94000,4.92710,0.00070
1774332911.107861,0.57000,-0.57000,0.00000,23.94000,4.98990,0.00070
1774332911.107861,0.55000,-0.55000,0.00000,23.94000,5.05270,0.00070
1774332911.134498,0.50000,-0.51000,0.01000,23.94000,5.11550,0.00070
1774332911.134498,0.44000,-0.49000,0.05000,23.94000,5.17840,0.00070
1774332911.134498,0.34000,-0.49000,0.15000,23.94000,5.24120,0.00070
1774332911.134498,0.22000,-0.49000,0.26000,23.94000,5.30400,0.00070
1774332911.134498,0.11000,-0.49000,0.37000,23.94000,5.36690,0.00070
1774332911.134498,0.05000,-0.51000,0.45000,23.93000,5.42970,0.00070
1774332911.134498,0.03000,-0.53000,0.49000,23.94000,5.49250,0.00070
1774332911.134498,0.02000,-0.57000,0.54000,23.94000,5.55530,0.00070
1774332911.134498,0.03000,-0.60000,0.57000,23.94000,5.61820,0.00070
1774332911.134498,0.02000,-0.61000,0.58000,23.93000,5.68100,0.00070
1774332911.134498,0.03000,-0.63000,0.59000,23.94000,5.74380,0.00070
1774332911.134498,0.02000,-0.63000,0.60000,23.94000,5.80660,0.00070
1774332911.134498,0.03000,-0.63000,0.60000,23.94000,5.86950,0.00070
1774332911.134498,0.00000,-0.61000,0.60000,23.93000,5.93230,0.00070
1774332911.134498,0.00000,-0.59000,0.59000,23.94000,5.99510,0.00070
1774332911.134498,0.00000,-0.55000,0.56000,23.96000,6.05800,0.00070
1774332911.150592,-0.01000,-0.51000,0.53000,23.94000,6.12080,0.00070
1774332911.150592,-0.02000,-0.47000,0.49000,23.94000,6.18360,0.00070
1774332911.150592,-0.05000,-0.41000,0.47000,23.94000,6.24640,0.00070
1774332911.150592,-0.15000,-0.30000,0.46000,23.94000,0.02610,0.00070
1774332911.150592,-0.25000,-0.19000,0.45000,23.94000,0.08890,0.00070
1774332911.150592,-0.33000,-0.09000,0.43000,23.94000,0.15180,0.00070
1774332911.150592,-0.37000,-0.05000,0.42000,23.94000,0.21460,0.00070
1774332911.150592,-0.38000,-0.04000,0.43000,23.94000,0.27740,0.00070
1774332911.150592,-0.40000,-0.03000,0.44000,23.94000,0.34020,0.00070
1774332911.150592,-0.43000,-0.02000,0.45000,23.96000,0.40310,0.00070
1774332911.150592,-0.46000,-0.01000,0.48000,23.94000,0.46590,0.00070
1774332911.150592,-0.48000,-0.02000,0.50000,23.94000,0.52870,0.00070
1774332911.150592,-0.51000,-0.02000,0.54000,23.94000,0.59160,0.00070
1774332911.150592,-0.52000,-0.02000,0.55000,23.94000,0.65440,0.00070
1774332911.150592,-0.54000,-0.02000,0.57000,23.96000,0.71720,0.00070
1774332911.150592,-0.54000,-0.02000,0.57000,23.93000,0.78010,0.00070
1774332911.167593,-0.54000,-0.02000,0.56000,23.94000,0.84290,0.00070
1774332911.167593,-0.52000,-0.02000,0.54000,23.94000,0.90570,0.00070
1774332911.167593,-0.49000,-0.01000,0.51000,23.94000,0.96860,0.00070
1774332911.167593,-0.48000,0.00000,0.48000,23.94000,1.03140,0.00070
1774332911.167593,-0.48000,0.06000,0.42000,23.96000,1.09420,0.00070
1774332911.167593,-0.51000,0.19000,0.32000,23.94000,1.15710,0.00070
1774332911.167593,-0.52000,0.31000,0.21000,23.94000,1.21990,0.00070
1774332911.167593,-0.53000,0.44000,0.08000,23.94000,1.28270,0.00070
1774332911.168593,-0.56000,0.51000,0.04000,23.94000,1.34560,0.00070
1774332911.168593,-0.61000,0.57000,0.04000,23.94000,1.40840,0.00070
1774332911.168593,-0.62000,0.59000,0.03000,23.93000,1.47120,0.00070
1774332911.168593,-0.65000,0.62000,0.03000,23.93000,1.53410,0.00070
1774332911.168593,-0.66000,0.63000,0.03000,23.93000,1.59690,0.00070
1774332911.168593,-0.66000,0.64000,0.02000,23.94000,1.65970,0.00070
1774332911.168593,-0.64000,0.63000,0.01000,23.94000,1.72260,0.00070
1774332911.168593,-0.61000,0.62000,0.00000,23.94000,1.78540,0.00070
1774332911.184592,-0.58000,0.60000,-0.01000,23.94000,1.84820,0.00070
1774332911.184592,-0.53000,0.56000,-0.03000,23.94000,1.91110,0.00070
1774332911.184592,-0.48000,0.52000,-0.04000,23.96000,1.97390,0.00070
1774332911.184592,-0.37000,0.52000,-0.14000,23.94000,2.03670,0.00070
1774332911.184592,-0.26000,0.52000,-0.26000,23.94000,2.09960,0.00070
1774332911.184592,-0.14000,0.51000,-0.36000,23.94000,2.16240,0.00070
1774332911.184592,-0.06000,0.51000,-0.45000,23.94000,2.22520,0.00070
1774332911.184592,-0.05000,0.54000,-0.49000,23.94000,2.28810,0.00070
1774332911.184592,-0.04000,0.56000,-0.52000,23.94000,2.35090,0.00070
1774332911.184592,-0.02000,0.57000,-0.54000,23.94000,2.41370,0.00070
1774332911.184592,-0.02000,0.58000,-0.56000,23.93000,2.47660,0.00070
1774332911.184592,-0.01000,0.59000,-0.58000,23.93000,2.53940,0.00070
1774332911.184592,-0.01000,0.59000,-0.58000,23.94000,2.60220,0.00070
1774332911.184592,0.00000,0.59000,-0.59000,23.94000,2.66510,0.00070
1774332911.184592,-0.01000,0.59000,-0.58000,23.94000,2.72790,0.00070
